/home/aivs/anaconda3/envs/KSM/bin/python /home/aivs/바탕화면/aa/densenet.py 
Iter: 151000, Loss: 2.0121, LR: 0.005000
Iter: 152000, Loss: 1.7704, LR: 0.005000
Iter: 153000, Loss: 1.7382, LR: 0.005000
Iter: 154000, Loss: 1.6740, LR: 0.005000
Iter: 155000, Loss: 1.6697, LR: 0.005000
Iter: 156000, Loss: 1.9875, LR: 0.005000
Iter: 157000, Loss: 1.9472, LR: 0.005000
Iter: 158000, Loss: 1.8714, LR: 0.005000
Iter: 159000, Loss: 1.9513, LR: 0.005000
Iter: 160000, Loss: 1.4453, LR: 0.005000
Iter: 160000, Count: 29524, Accuracy: 57.05%
Iter: 161000, Loss: 1.6213, LR: 0.005000
Iter: 162000, Loss: 1.8812, LR: 0.005000
Iter: 163000, Loss: 1.7152, LR: 0.005000
Iter: 164000, Loss: 1.7716, LR: 0.005000
Iter: 165000, Loss: 1.8383, LR: 0.005000
Iter: 166000, Loss: 1.5222, LR: 0.005000
Iter: 167000, Loss: 1.6871, LR: 0.005000
Iter: 168000, Loss: 1.4687, LR: 0.005000
Iter: 169000, Loss: 1.6926, LR: 0.005000
Iter: 170000, Loss: 1.6360, LR: 0.005000
Iter: 170000, Count: 30867, Accuracy: 59.64%
Iter: 171000, Loss: 1.5532, LR: 0.005000
Iter: 172000, Loss: 1.7545, LR: 0.005000
Iter: 173000, Loss: 1.3583, LR: 0.005000
Iter: 174000, Loss: 1.6093, LR: 0.005000
Iter: 175000, Loss: 1.3977, LR: 0.005000
Iter: 176000, Loss: 1.6006, LR: 0.005000
Iter: 177000, Loss: 1.5978, LR: 0.005000
Iter: 178000, Loss: 1.7157, LR: 0.005000
Iter: 179000, Loss: 1.7143, LR: 0.005000
Iter: 180000, Loss: 1.5108, LR: 0.005000
Iter: 180000, Count: 31434, Accuracy: 60.74%
Iter: 181000, Loss: 1.1656, LR: 0.005000
Iter: 182000, Loss: 1.5092, LR: 0.005000
Iter: 183000, Loss: 1.5256, LR: 0.005000
Iter: 184000, Loss: 1.5274, LR: 0.005000
Iter: 185000, Loss: 1.6258, LR: 0.005000
Iter: 186000, Loss: 1.6925, LR: 0.005000
Iter: 187000, Loss: 1.2563, LR: 0.005000
Iter: 188000, Loss: 1.5552, LR: 0.005000
Iter: 189000, Loss: 1.9427, LR: 0.005000
Iter: 190000, Loss: 1.6312, LR: 0.005000
Iter: 190000, Count: 31066, Accuracy: 60.03%
Iter: 191000, Loss: 1.4644, LR: 0.005000
Iter: 192000, Loss: 1.5398, LR: 0.005000
Iter: 193000, Loss: 1.2441, LR: 0.005000
Iter: 194000, Loss: 1.6543, LR: 0.005000
Iter: 195000, Loss: 1.5856, LR: 0.005000
Iter: 196000, Loss: 1.4803, LR: 0.005000
Iter: 197000, Loss: 1.5479, LR: 0.005000
Iter: 198000, Loss: 1.6408, LR: 0.005000
Iter: 199000, Loss: 1.1805, LR: 0.005000
Iter: 200000, Loss: 1.3108, LR: 0.001000
Iter: 200000, Count: 31128, Accuracy: 60.15%
Iter: 201000, Loss: 1.3500, LR: 0.001000
Iter: 202000, Loss: 1.1593, LR: 0.001000
Iter: 203000, Loss: 1.2105, LR: 0.001000
Iter: 204000, Loss: 1.3166, LR: 0.001000
Iter: 205000, Loss: 1.3633, LR: 0.001000
Iter: 206000, Loss: 1.1956, LR: 0.001000
Iter: 207000, Loss: 1.0409, LR: 0.001000
Iter: 208000, Loss: 1.4745, LR: 0.001000
Iter: 209000, Loss: 0.9300, LR: 0.001000
Iter: 210000, Loss: 1.4988, LR: 0.001000
Iter: 210000, Count: 35403, Accuracy: 68.41%
Iter: 211000, Loss: 1.0426, LR: 0.001000
Iter: 212000, Loss: 1.4822, LR: 0.001000
Iter: 213000, Loss: 1.1198, LR: 0.001000
Iter: 214000, Loss: 1.1905, LR: 0.001000
Iter: 215000, Loss: 1.2876, LR: 0.001000
Iter: 216000, Loss: 1.5977, LR: 0.001000
Iter: 217000, Loss: 1.2456, LR: 0.001000
Iter: 218000, Loss: 1.5875, LR: 0.001000
Iter: 219000, Loss: 1.1678, LR: 0.001000
Iter: 220000, Loss: 1.1953, LR: 0.001000
Iter: 220000, Count: 35893, Accuracy: 69.36%
Iter: 221000, Loss: 1.5917, LR: 0.001000
Iter: 222000, Loss: 1.1914, LR: 0.001000
Iter: 223000, Loss: 1.2437, LR: 0.001000
Iter: 224000, Loss: 1.2620, LR: 0.001000
